0.0042000,0.0627800,0.0300900,0.2253500,0.2253700,0.2253300,0.0677800,0.0035700,0.0276100,4.3885400,0.4038800,1.4449000
0.0000200,0.0004100,0.1963000,0.2124300,0.3322100,0.5173300,0.0083600,0.0295100,0.0000000,0.3666700,1.3717200,37576.8025000
0.0745800,0.0715400,0.1453200,0.8811500,0.0459100,0.8813000,1.1212600,0.0025200,0.3584300,18.8483700,0.1591900,6.1237100
0.0611600,0.1257600,0.2008300,0.0990200,0.0990300,1.8739300,0.7872400,0.0015900,0.2739600,9.3279500,0.0891900,3.2068800
0.1257200,0.1733100,0.1847700,0.1482600,0.1482600,3.3422700,0.1952500,0.5296400,0.0010800,1.9733900,5.7003600,0.0564900
0.2120800,0.1998100,0.1682500,0.2086100,0.2086100,5.5787100,0.1420500,0.3638300,0.0008400,1.3331200,3.8080000,0.0404000
0.5330200,0.0529000,0.0924200,0.2909500,10.3547900,10.3540000,0.2618000,0.0008800,0.1101700,2.7625300,0.0347700,0.9934200
0.3399700,0.3075700,0.1303700,0.3815700,0.3815700,19.1919700,0.0883300,0.1965900,0.0010000,0.7606400,2.0740100,0.0303300
0.2305600,0.5268900,0.1243500,0.4807500,0.4807600,39.5306700,0.0012500,0.0720500,0.1530800,0.0262200,0.5925000,1.5912800
0.4083700,0.4544200,0.1445600,0.5882300,0.5882900,121.2460100,0.0591500,0.1240000,0.0016500,0.4639600,1.2341300,0.0205900
0.1364700,0.7706800,0.1568600,0.0500000,0.8819000,16.1768600,0.9968200,0.0380300,0.1276900,20.0132600,0.2605200,0.6995600
0.3043800,0.7562700,0.1011600,0.0842000,1.6406600,29.7143000,0.0345200,0.9717500,0.1205900,0.2166000,12.1236900,0.5608700
0.7774200,0.0578300,0.4263900,2.7105800,71.7532100,0.0913300,0.1134100,0.7901100,0.0323300,0.4488700,8.6636700,0.1785000
1.0654400,0.1201400,0.1809200,1.0411800,68.7113400,0.0887500,1.1206600,0.0305500,1.5996400,3.7006300,0.2141000,9.9909700
1.0528400,0.2994400,0.1174600,1.3196300,0.1284600,102.1901600,0.9606400,0.0263600,1.3805900,2.8747800,0.1820800,7.4916600
1.0164700,0.4417700,0.1215000,1.6918200,0.1741800,167.0110900,0.8279700,0.0233000,1.1830300,2.3034300,0.1569500,5.8578300
0.9442200,0.4373200,0.2545500,0.2400500,9.3051000,9.3048600,0.0547800,0.8000900,0.0107500,0.1686600,2.9785000,0.0684200
1.0698300,0.4246300,0.2439000,0.2877900,12.4157000,12.4158900,0.0479400,0.7649600,0.0082300,0.1369800,2.4394100,0.0527300
0.6927200,0.9651600,0.1484700,7.1085000,0.3575300,0.0393800,0.0264600,1.8088400,0.5439000,0.1035900,32.2845200,1.6779100
0.3669000,0.8663800,0.6672000,0.0614300,0.5708800,7.8296600,0.4877400,1.8240600,0.0220200,1.3253100,21.0056000,0.0911900
0.3788700,0.9000200,0.7152900,0.0698900,0.5210600,7.8770800,0.0188600,0.4079500,1.6178700,0.0817500,1.1114100,18.0840800
0.3623800,0.9842300,0.7417200,0.0754700,0.4977600,8.1765900,0.3625600,1.4915900,0.0161700,0.9555200,16.2221700,0.0733100
0.3529600,0.7467900,1.0836400,0.0819200,8.8119000,0.5106500,1.3901400,0.3312700,0.0140400,14.8901800,0.8385400,0.0657400
1.3434800,0.5070400,0.4263600,1.2581400,11.5042800,0.0853700,0.0117200,0.5119700,0.3382900,0.0600200,1.5377200,0.6624200
0.3267000,0.7173000,1.3321200,0.0888800,11.1300200,0.5821400,0.2808000,1.1549900,0.0112000,0.6715800,12.6825400,0.0532300
0.3134500,0.6892900,1.4714200,0.0899300,13.0366000,0.6333500,1.0329900,0.2582800,0.0103500,11.6783400,0.6091200,0.0481600
0.3158800,1.6013900,0.6563900,0.0946700,0.6994400,15.6954400,0.9367500,0.0097800,0.2383800,10.9392400,0.0437400,0.5562900
1.7225500,0.3295400,0.6230100,0.7766100,0.1022600,19.4156200,0.0094300,0.8540600,0.2210700,0.0398700,10.4078200,0.5108700
0.3587700,1.7618100,0.6369100,0.1061500,1.0164100,15.3659100,0.0074500,0.1890000,0.2296200,0.0385300,0.3984300,0.9014200
0.5708900,1.9890900,0.3060600,0.1265300,2.1778200,37.8619000,0.2356000,0.3970600,0.0068600,0.3670200,0.8664200,0.0335800
0.6255300,2.0530300,0.2896100,0.1100100,2.4109600,47.8685700,0.2079100,0.3450800,0.0065600,0.3278100,0.7431400,0.0309400
0.5909500,0.5399800,2.0062600,0.1183800,71.8937400,1.3930500,0.7497100,0.1835800,0.0095200,6.8994300,0.3646700,0.0269900
0.7778800,0.5938500,1.9591900,0.1507300,142.8822100,1.7475000,0.1798800,0.8632700,0.0095900,0.3318000,5.8549000,0.0233800
0.9583900,0.6038500,1.9082900,0.1837800,196.8192200,2.1508200,0.1738900,0.9352700,0.0086200,0.3000100,4.9247100,0.0212300
1.1413600,0.5181200,1.8573200,0.2187100,193.9166800,2.6575500,0.1682200,0.9757100,0.0072400,0.2717200,4.1948300,0.0199300
0.3243900,1.3173200,1.7991300,63.1318000,0.2547100,3.2366800,0.0043000,1.0042900,0.1621900,0.0199000,3.6109500,0.2455800
0.2904500,2.4420100,0.7694400,0.0368400,1.1601300,16.9591500,1.5868700,0.0028200,0.1286600,2.5308300,0.0188600,0.2107500
0.0137400,1.9754900,1.5926100,0.0187500,6.3607900,0.2219900,0.1732600,4.6628000,0.0016100,0.2016200,25.3027800,0.0153600
0.6753000,0.4702900,2.6349800,0.0654300,106.1087100,2.0664400,0.1096200,0.9603500,0.0052900,0.1931300,1.6331100,0.0166100
2.6436600,0.5542300,0.7613800,2.2020300,178.2601100,0.0767200,0.0060300,0.0991600,0.9567800,0.0155100,0.1761800,1.5433100
0.6595300,1.8454600,1.2558400,0.0866100,5.9477400,0.6408500,0.1222500,0.7066400,0.0026200,0.1666500,1.6285300,0.0082600
0.6101600,1.2654400,1.9742900,0.0911600,0.5067800,5.8959000,0.6480300,0.0026000,0.1138900,1.4663400,0.0078400,0.1551100
0.8551900,1.6622000,1.4557500,0.1029600,7.6490700,1.0164000,0.1054500,0.7716600,0.0022100,0.1423000,1.3465900,0.0079000
0.4708500,1.5818100,2.0242000,0.0933000,0.4528300,7.1148900,0.0019700,0.6269100,0.1026400,0.0075600,1.2540000,0.1337900
0.4200500,1.7626700,2.0273600,0.0938900,0.4644400,8.1934600,0.0014500,0.6228100,0.0991500,0.0078300,1.1719400,0.1245300
2.1047500,2.0388400,0.1820700,8.6860600,0.3789200,0.1429200,0.0952000,0.5914500,0.0011300,0.1171300,1.0784400,0.0078000
2.0798100,0.4431700,1.9651500,9.9254000,0.1049200,0.6401000,0.5961300,0.4780200,0.0946500,0.8895900,1.9850900,0.1127400
1.6365800,2.1792800,0.7713000,12.4540400,1.4513500,0.1267000,0.6641900,0.7645600,0.0861100,0.7776600,1.6607500,0.1057300
2.2482100,1.6470700,0.7886800,1.5191400,13.0113400,0.1061300,0.0812600,0.6682800,0.6384700,0.0994000,1.4974200,0.7184200
2.1664500,0.6886900,1.9243200,11.3174900,0.1101300,0.6744600,0.5653600,0.9186800,0.0780500,0.7335600,10.2310300,0.0931100
1.7366200,0.9998700,2.1397200,0.8843300,0.1384600,11.9666400,0.5605700,0.9937700,0.0737400,0.6726700,8.7233000,0.0878600
2.0938400,1.5694100,1.3094200,12.6856900,1.2123700,0.1666300,0.0698100,1.0497000,0.5555900,0.0830800,7.4314800,0.6174900
1.6018700,1.9851000,1.4822600,0.1950300,13.6976200,1.8030500,0.5538100,1.1172900,0.0660700,0.5679100,6.4088000,0.0786600
1.6001500,1.7164500,1.8496800,2.9291300,15.5883000,0.2225300,0.0623800,1.2138800,0.5540500,0.0745600,5.5601300,0.5219900
2.9523700,0.4281100,1.8959900,6.0146200,46.4151200,0.1801100,0.0548000,4.7083900,0.5903600,0.0712800,45.6702800,0.4702400
3.1943400,1.9829000,0.1551200,9.2735200,0.2287400,0.0382000,0.0673200,4.4847400,0.5426700,0.0731000,29.5703600,0.4086500
2.0503600,0.1421100,3.2353800,0.2203500,0.0396400,9.5697900,0.0634700,3.9796100,0.5201200,0.0692400,25.3178400,0.3836100
3.2299100,0.1576200,2.1347800,9.9466000,0.0415400,0.2404800,0.5019100,3.8088900,0.0596600,0.3662500,24.3276000,0.0659700
0.1581900,3.1814200,2.2762200,0.0391300,10.4139500,0.2816700,3.9770500,0.0558400,0.4852100,26.1873000,0.0630900,0.3542300
0.1813800,3.1761600,2.3522200,0.0437300,10.7842600,0.3055700,3.8312600,0.0525900,0.4700900,25.4745400,0.0602700,0.3390200
0.1929900,2.4375600,3.1724900,0.0437800,0.3293400,11.1260000,3.5810500,0.4565300,0.0494800,24.6709600,0.3249900,0.0576600
0.2120000,3.1689200,2.5150300,0.0457700,11.4536600,0.3555600,0.4440800,3.3674200,0.0465700,0.3119500,24.0291400,0.0552300
2.5935500,3.1655800,0.2294000,0.3824500,11.7675200,0.0476600,0.4322600,3.1726200,0.0438000,0.2997200,23.4462700,0.0529400
3.1914500,2.5576600,0.3326800,12.0224700,0.4083400,0.0585800,0.0414200,2.6103700,0.4205300,0.0506800,19.9344200,0.2856900
0.2594100,3.1617800,2.7509600,0.0504700,12.3140200,0.4383400,2.7924800,0.0385900,0.4108800,22.3797300,0.0487900,0.2776200
3.1605500,2.8275200,0.2751400,12.5470400,0.4679000,0.0523200,0.4009700,2.6311100,0.0361300,0.2676100,21.9498200,0.0468900
0.2886400,2.9056700,3.1596000,0.0540500,0.4975800,12.7599500,0.3912800,2.4859600,0.0337700,0.2581500,21.5401000,0.0450700
3.1557300,0.3115200,2.9772200,12.9729000,0.0581400,0.5312100,0.3815600,2.4024800,0.0315200,0.2492000,21.3627600,0.0433300
3.1559200,0.3225400,3.0556900,13.1232400,0.0597200,0.5618800,0.0292800,0.3724900,2.2783400,0.0416500,0.2408200,21.0034200
3.1079500,3.1409100,0.3756600,0.6063500,13.3705300,0.0729800,0.3619000,2.4540900,0.0272400,0.2326500,21.2695200,0.0400000
3.1144700,0.5396300,3.0646100,13.8968900,0.0891700,0.6799200,0.0258600,2.1398400,0.3477900,0.0382800,18.0078800,0.2227100
3.0116700,3.1628500,0.6334200,0.7104000,13.8262200,0.0948500,0.3414200,1.5356600,0.0240700,0.2141300,15.5298700,0.0367800
3.2023700,0.8301000,2.8655200,13.8446400,0.1183800,0.7663700,0.0224800,1.4016500,0.3337400,0.0352900,14.6148900,0.2057000
0.9249100,2.7555500,3.3044000,0.1286600,0.7658300,13.4471200,0.3299700,1.0991600,0.0206500,0.1982200,13.5087500,0.0338900
1.9695200,1.2172700,4.1039200,49.8830600,0.1332400,1.8439700,0.0290800,0.2307000,0.6088400,0.0284200,0.1909700,1.3709000
2.0638600,1.2960300,3.9692100,40.5671700,0.1465600,1.8256200,0.0269800,0.2310800,0.6304700,0.0284200,0.1797700,1.3891200
2.2152300,1.3757300,3.7824400,32.4464100,0.1609200,1.7875700,0.0244600,0.2369300,0.6484700,0.0282900,0.1706900,1.3792800
0.9847000,2.7398700,3.6169700,0.1609100,0.7189700,12.9281000,0.3028900,0.2783700,0.0152100,0.1701300,1.4986300,0.0283500
0.9612600,3.6958100,2.7756700,0.1709300,12.9335300,0.6900000,0.2954100,0.3114800,0.0143200,0.1635300,1.3920100,0.0271300
1.2920000,2.7516100,3.4938800,0.1834300,0.9423700,14.6235700,0.2773000,0.4302300,0.0148300,0.1551100,1.2887200,0.0261900
3.7596500,3.2119600,0.6477700,13.5041500,0.6663300,0.0922500,0.2761200,0.3188400,0.0131700,0.1503100,1.1256600,0.0248900
1.0079600,3.0979600,3.6129700,0.1172700,0.8804500,14.7325800,0.2624000,0.4056200,0.0131800,0.1434900,1.0410400,0.0239600
1.5982700,4.3823400,2.0607500,0.1569000,2.4709500,57.2439000,0.1944300,0.8227000,0.0233200,0.1329800,0.9565300,0.0223000
1.7146300,2.1411600,4.3751200,97.9262800,0.2101900,3.6694900,0.0216200,0.1978400,0.6520500,0.0198500,0.1337600,0.7804300
1.4804800,2.0917500,4.7524600,125.9439200,0.1838000,4.1989100,0.0185600,0.2058600,0.7135400,0.0181400,0.1330400,0.7030300
0.6300200,3.8096300,3.8975600,0.1409100,30.8515500,0.6515600,0.2407600,2.6286900,0.0314300,0.1089000,6.4238300,0.0242300
